Date,공급좌석합계수,관광,일반,대수송,임시,시발역,내국인출입국_전체,공항_인천,공항_김해,공항_김포,공항_제주,공항_기타,항구_부산,항구_인천,항구_제주,항구_기타,외래객입국사유_전체,외래객입국사유_관광,외래객입국사유_상용,외래객입국사유_공융,외래객입국사유_유학연수,외래객입국사유_기타,경제활동인구_전기대비증감,경제활동인구_전년동기대비증감,경제활동인구_이동평균(3기간),실업률_원자료,실업률_전기대비증감,실업률_전년동기대비증감,실업률_이동평균(3기간),15세이상인구_원자료,15세이상인구_전기대비증감,15세이상인구_전년동기대비증감,15세이상인구_이동평균(3기간),비경제활동인구_전기대비증감,비경제활동인구_전년동기대비증감,비경제활동인구_이동평균(3기간),경제활동참가율_원자료,경제활동참가율_전기대비증감,경제활동참가율_전년동기대비증감,경제활동참가율_이동평균(3기간),고용률_원자료,고용률_전기대비증감,고용률_전년동기대비증감,고용률_이동평균(3기간),소비자심리지수_원자료,소비자심리지수_전기대비증감,소비자심리지수_전년동기대비증감,소비자심리지수_이동평균(3기간),총지수_전기대비증감,총지수_전년동기대비증감,총지수_이동평균(3기간),운송장비_전기대비증감,운송장비_전년동기대비증감,운송장비_이동평균(3기간),개인운송장비 운영_원자료,개인운송장비 운영_전기대비증감,개인운송장비 운영_전년동기대비증감,개인운송장비 운영_이동평균(3기간),철도 여객수송_전기대비증감,철도 여객수송_전년동기대비증감,철도 여객수송_이동평균(3기간),도로 여객수송_전기대비증감,도로 여객수송_전년동기대비증감,도로 여객수송_이동평균(3기간),항공 및 수상여객운송_원자료,항공 및 수상여객운송_전기대비증감,항공 및 수상여객운송_전년동기대비증감,항공 및 수상여객운송_이동평균(3기간),기타 여객운송_전기대비증감,기타 여객운송_전년동기대비증감,기타 여객운송_이동평균(3기간),article_count,total_sentiment_score,timeindex_trend,seasonal_1,seasonal_2,외래객입국사유_diff,외래객입국사유_diff_1,소비자심리지수_diff,공항인천_diff,공항김포_diff,내국인출입국_diff,승차인원수_Scaled,승차인원수,dataset_type
2015-11-01 00:00:00,0.532991514,0,0.448275862,0.0,0.0,0.346153846,0.553519622,0.562969889,0.551850012,0.823368457,0.289573402,0.109918558,0.703967385,0.619644945,0.061068702,0.756554307,0.669417829,0.64734165,0.903935494,0.772405994,0.123504316,0.718978561,0.476516634,0.596786534,0.237366548,0.25,0.32,0.5,0.296296296,0.1486893,0.507246377,0.851744186,0.148514851,0.526570048,0.538834951,0.271165644,0.5,0.434782609,0.516129032,0.371428571,0.642857143,0.517241379,0.520833333,0.533333333,0.830188679,0.621359223,0.555377207,0.801104972,0.313568985,0.17369871,0.031055901,0.556435644,0.186450839,0.204545455,0.183072228,0.465967268,0.15668235,0.142857143,0.123181162,1.0,0.87628866,0.112002987,0.719067071,0.298245614,0.001957518,0.412354086,0.072881453,0.011876485,0.302432308,0.264603374,0.050847458,0.175465839,0.23343527,0.102040816,0.25,0.933012702,0.71135365,0.679864366,0.502407705,0.60074627,0.631475013,0.611808588,0.864336266,1900348,train
2015-12-01 00:00:00,0.332988967,0,0.318007663,0.0,0.0,0.230769231,0.607548459,0.620955136,0.630715213,0.869195713,0.311636719,0.082325308,0.670104661,0.640267886,0.062765055,0.91501432,0.649332768,0.639832158,0.722112458,0.453350297,0.154588678,0.644316179,0.209393346,0.735271614,0.151245552,0.305555556,0.44,0.46875,0.37037037,0.162440911,0.550724638,0.837209302,0.160137753,0.792270531,0.410540915,0.436809816,0.3,0.173913043,0.64516129,0.2,0.482142857,0.275862069,0.625,0.355555556,0.75,0.491909385,0.528089888,0.748618785,0.578107184,0.216180948,0.037267081,0.596039604,0.1566247,0.261363636,0.154242116,0.455434326,0.193955189,0.10430839,0.123181162,1.0,0.87628866,0.136830315,0.736592436,0.30994152,0.065847564,0.692996109,0.120523692,0.026128266,0.399265718,0.223755751,0.055084746,0.023291925,0.041114509,0.112244898,0.5,1.0,0.71135365,0.679864366,0.502407705,0.60074627,0.631475013,0.611808588,0.69086571,1588373,train
2016-01-01 00:00:00,0.9033949,0,0.524904215,0.0,0.035714286,0.576923077,0.722311662,0.737097784,0.750552592,0.966902538,0.360102677,0.177895785,0.753514056,0.639523759,0.033927057,0.955386649,0.626025041,0.614076656,0.832167459,0.432994063,0.112630536,0.636899436,0.208414873,0.623565417,0.106761566,0.444444444,0.56,0.5,0.592592593,0.171465406,0.391304348,0.793604651,0.17262161,0.782608696,0.501386963,0.53006135,0.1,0.173913043,0.548387097,0.114285714,0.285714286,0.206896552,0.541666667,0.2,0.686320755,0.514563107,0.460674157,0.671270718,0.508551881,0.147310425,0.055900621,0.921188119,0.337679856,0.261363636,0.102339776,0.407847251,0.291466252,0.058956916,0.123181162,0.819646759,0.87628866,0.15661751,0.751745948,0.315789474,0.09516868,0.612256809,0.193806222,0.059382423,0.318953648,0.107068172,0.080508475,0.122670807,0.177030241,0.12244898,0.75,0.933012702,0.777140326,0.702004588,0.460674157,0.656866312,0.655910801,0.677770158,0.849080199,1872911,train
2016-02-01 00:00:00,0.344751014,0,0.333333333,0.548387097,0.107142857,0.230769231,0.640598131,0.656145569,0.662874724,0.906542479,0.3864442,0.110536394,0.785855543,0.378122675,0.020356234,0.466237057,0.655186729,0.603315859,0.712660864,0.324568844,0.755720585,0.721129721,0.822896282,0.62586075,0.126690391,0.777777778,0.84,0.625,0.740740741,0.185217018,0.550724638,0.76744186,0.185105467,0.18647343,0.493065187,0.514110429,0.25,0.782608696,0.548387097,0.142857143,0.267857143,0.551724138,0.5,0.177777778,0.632075472,0.527508091,0.412520064,0.64640884,0.648802737,0.214586052,0.062111801,0.219405941,0.162020384,0.261363636,0.057477111,0.422366765,0.32580064,0.01814059,0.123181162,0.819646759,0.87628866,0.112002987,0.751745948,0.321637427,0.090483132,0.532830739,0.310777517,0.035629454,0.970628729,0.190157535,0.105932203,0.054347826,0.085626911,0.132653061,0.933012702,0.75,0.794259391,0.709085469,0.412520064,0.693564911,0.7198482,0.714222486,0.650590626,1515941,train
2016-03-01 00:00:00,0.331320727,0,0.632183908,0.0,0.0,0.230769231,0.533768544,0.537991277,0.563739431,0.79685787,0.290306808,0.099287702,0.657995619,0.53842883,0.044105174,0.727417933,0.812376947,0.798601218,0.84722593,0.451229856,0.296838416,0.790457988,0.738747554,0.655700077,0.217793594,0.583333333,0.08,0.5625,0.740740741,0.200257843,0.594202899,0.764534884,0.199311235,0.272463768,0.465325936,0.376687117,0.375,0.739130435,0.612903226,0.285714286,0.410714286,0.862068966,0.520833333,0.288888889,0.686320755,0.676375405,0.479935795,0.662983425,0.275370582,0.177468465,0.068322981,0.57029703,0.20263789,0.204545455,0.04380468,0.48669744,0.253808616,0.0,0.123181162,0.819646759,0.87628866,0.112002987,0.751745948,0.321637427,0.0,0.332441634,0.339024809,0.002375297,0.470399266,0.231005158,0.131355932,0.055900621,0.074753653,0.142857143,1.0,0.5,0.688079376,0.700209435,0.479935795,0.625013202,0.643484686,0.648013738,0.672426314,1555211,train
2016-04-01 00:00:00,0.714775544,0,0.842911877,0.0,0.053571429,0.461538462,0.557176111,0.568257703,0.556678738,0.815857426,0.311697836,0.131261967,0.658923573,0.567024556,0.139949109,0.594238819,0.860328658,0.863395939,0.847920115,0.641786825,0.083901921,0.80188769,0.794520548,0.579954093,0.3,0.5,0.24,0.5,0.592592593,0.213579716,0.536231884,0.738372093,0.213517004,0.212560386,0.52704577,0.255828221,0.5,0.739130435,0.516129032,0.428571429,0.553571429,0.862068966,0.520833333,0.444444444,0.726415094,0.656957929,0.460674157,0.67679558,0.518814139,0.199362041,0.068322981,0.60990099,0.268585132,0.193181818,0.058758901,0.545740663,0.267031641,0.013605442,0.123181162,0.819646759,0.87628866,0.112002987,0.751745948,0.321637427,0.007038734,0.560214008,0.291984186,0.0,0.2267095,0.210511641,0.122881356,0.041925466,0.049269453,0.153061224,0.933012702,0.25,0.652168675,0.667896679,0.460674157,0.633680613,0.663111231,0.645320653,0.884239715,1936143,train
2016-05-01 00:00:00,0.523981745,0,0.762452107,0.0,0.160714286,0.346153846,0.564163843,0.575915737,0.548571662,0.788567649,0.35454101,0.154387398,0.664004503,0.682151589,0.191687871,0.798578982,0.874071132,0.855177344,0.935921397,0.648996325,0.170461238,0.903886937,0.749510763,0.557000765,0.369395018,0.416666667,0.24,0.46875,0.518518519,0.228190804,0.579710145,0.729651163,0.226861817,0.262801932,0.547156727,0.155214724,0.625,0.739130435,0.483870968,0.542857143,0.660714286,0.793103448,0.520833333,0.577777778,0.66745283,0.521035599,0.398073836,0.665745856,0.448688712,0.169204002,0.074534161,0.512871287,0.228117506,0.193181818,0.091230926,0.58187159,0.268518357,0.056689342,0.123181162,0.819646759,0.87628866,0.112002987,0.751745948,0.321637427,0.083840067,0.723151751,0.326104395,0.019002375,0.0,0.133974627,0.110169492,0.057453416,0.078151546,0.163265306,0.75,0.066987298,0.75878455,0.696319936,0.398073836,0.618946391,0.62162144,0.630201675,0.835338784,1848198,train
2016-06-01 00:00:00,0.327019597,0,0.636015326,0.0,0.035714286,0.230769231,0.606368969,0.626841212,0.592910988,0.791892798,0.394878377,0.143582935,0.652899477,0.812692676,0.096692112,0.618638467,0.910946908,0.908323639,0.78255994,0.590613514,0.18877573,0.863220496,0.636007828,0.609028309,0.409608541,0.416666667,0.36,0.4375,0.481481481,0.240653202,0.507246377,0.703488372,0.239776152,0.367149758,0.493065187,0.104294479,0.675,0.608695652,0.548387097,0.6,0.696428571,0.655172414,0.5625,0.622222222,0.655660377,0.585760518,0.510433387,0.657458564,0.405359179,0.16369436,0.074534161,0.592079208,0.294064748,0.227272727,0.161302136,0.659420898,0.29844507,0.097505669,0.123181162,0.819646759,0.87628866,0.112002987,0.751745948,0.321637427,0.049625156,0.463861868,0.275826505,0.09263658,0.306562643,0.16074167,0.105932203,0.02173913,0.03533809,0.173469388,0.5,0.0,0.843199858,0.810411888,0.510433387,0.691323469,0.722581945,0.707917649,0.730004804,1658762,train
2016-07-01 00:00:00,0.917444409,0,1.0,0.0,0.25,0.576923077,0.71319335,0.742747029,0.688919128,0.841362314,0.361019435,0.190313769,0.788046124,0.886573828,0.127226463,0.638025997,1.0,1.0,0.766273295,0.666101216,0.146587759,0.952350856,0.5518591,0.58530987,0.418505338,0.388888889,0.32,0.46875,0.481481481,0.251826386,0.463768116,0.683139535,0.251399053,0.448309179,0.509015257,0.105521472,0.675,0.52173913,0.548387097,0.6,0.696428571,0.586206897,0.541666667,0.644444444,0.70990566,0.676375405,0.51364366,0.685082873,0.313568985,0.112802668,0.074534161,0.82990099,0.463579137,0.284090909,0.166002035,0.524590852,0.310023962,0.115646259,0.123181162,0.10096504,0.886597938,0.112002987,0.124917644,0.321637427,0.206184923,0.909435798,0.276112989,0.154394299,0.369894447,0.176076955,0.105932203,0.066770186,0.104994903,0.183673469,0.25,0.066987298,1.0,0.802632891,0.51364366,0.693310743,0.64516389,0.709335187,0.894454725,1954514,train
2016-08-01 00:00:00,0.365325442,0,0.716475096,0.0,0.428571429,0.230769231,0.705616914,0.733151065,0.677255306,0.858305171,0.37917125,0.210957645,0.759553365,0.792388647,0.206955047,0.619629874,0.976588932,0.933601407,0.836973354,0.608566582,0.756999009,0.991863666,0.489236791,0.734506503,0.413523132,0.416666667,0.4,0.5625,0.444444444,0.26299957,0.463768116,0.668604651,0.262591477,0.510144928,0.370319001,0.13006135,0.625,0.434782609,0.677419355,0.6,0.678571429,0.551724138,0.604166667,0.622222222,0.733490566,0.634304207,0.50882825,0.712707182,0.556442417,0.129186603,0.086956522,0.588118812,0.39013789,0.340909091,0.139938962,0.461141418,0.319381526,0.10430839,0.14650672,0.120083758,0.896907216,0.146723913,0.105152194,0.32748538,0.244294044,0.632782101,0.310233198,0.171021378,0.293712712,0.136484037,0.110169492,0.038819876,0.060482501,0.193877551,0.066987298,0.25,0.73443657,0.714869851,0.50882825,0.657019252,0.607737775,0.666181253,0.665654859,1543033,train
2016-09-01 00:00:00,0.554567205,0,0.731800766,0.559139785,0.428571429,0.346153846,0.650177062,0.674516195,0.604308415,0.824636906,0.388522186,0.245689193,0.646114762,0.650473052,0.097540288,0.600627892,0.892736906,0.852862226,0.815560421,0.58934125,0.341712513,1.0,0.52446184,0.679418516,0.404982206,0.388888889,0.32,0.59375,0.444444444,0.274172755,0.463768116,0.651162791,0.2737839,0.474396135,0.416088766,0.160122699,0.625,0.52173913,0.64516129,0.571428571,0.660714286,0.551724138,0.541666667,0.622222222,0.731132075,0.598705502,0.48635634,0.723756906,0.741163056,0.247643903,0.105590062,0.592079208,0.567146283,0.340909091,0.129888098,0.494167016,0.350585066,0.090702948,0.123181162,0.120083758,0.896907216,0.112002987,0.105152194,0.32748538,0.095376926,0.195963035,0.411877614,0.125890736,0.424506654,0.148055207,0.118644068,0.468944099,0.541284404,0.204081633,0.0,0.5,0.786835578,0.677869752,0.48635634,0.690556891,0.671977431,0.705092309,0.727578802,1654399,train
2016-10-01 00:00:00,0.701369135,0,0.927203065,0.0,0.0,0.461538462,0.636649373,0.647241553,0.614899454,0.858776309,0.43594915,0.244897751,0.766094682,0.79610928,0.135708227,0.615829478,0.930888607,0.927301603,0.891707161,0.682640656,0.108565437,0.900140492,0.522504892,0.667176741,0.396085409,0.333333333,0.28,0.5625,0.37037037,0.285345939,0.463768116,0.64244186,0.284976324,0.47826087,0.426490985,0.19202454,0.6,0.47826087,0.612903226,0.542857143,0.678571429,0.620689655,0.541666667,0.622222222,0.738207547,0.611650485,0.449438202,0.662983425,0.491448119,0.266782659,0.118012422,0.568316832,0.492056355,0.306818182,0.132451679,0.520184641,0.37078691,0.095238095,0.123181162,0.120083758,0.896907216,0.112002987,0.105152194,0.32748538,0.081695127,0.511819066,0.38769839,0.033254157,0.458008261,0.181235188,0.127118644,0.538819876,0.621134896,0.214285714,0.066987298,0.75,0.629936215,0.647751072,0.449438202,0.629107156,0.633040032,0.642734181,0.968214534,2087166,train
2016-11-01 00:00:00,0.265035251,0,0.766283525,0.0,0.0,0.230769231,0.622816572,0.637349311,0.617241818,0.810167526,0.343295441,0.195348362,0.750349884,0.590730307,0.224766751,0.583939194,0.76438402,0.765042728,0.877342874,0.657760814,0.147478346,0.69536149,0.483365949,0.672532517,0.340569395,0.277777778,0.28,0.53125,0.333333333,0.296519123,0.463768116,0.63372093,0.296168747,0.515942029,0.418862691,0.303680982,0.55,0.434782609,0.612903226,0.428571429,0.678571429,0.586206897,0.583333333,0.555555556,0.575471698,0.378640777,0.32905297,0.585635359,0.335233751,0.272292301,0.118012422,0.405742574,0.377997602,0.295454545,0.153611394,0.558539656,0.409371557,0.115646259,0.123181162,0.120083758,0.896907216,0.112002987,0.105152194,0.32748538,0.00487297,0.364348249,0.359422449,0.023752969,0.277191372,0.173567545,0.131355932,0.187888199,0.237172953,0.224489796,0.25,0.933012702,0.689372785,0.598982747,0.32905297,0.649762771,0.621688608,0.659211336,0.854074549,1881893,train
2016-12-01 00:00:00,0.154678315,0,0.551724138,0.0,0.321428571,0.673076923,0.685759966,0.69953523,0.705505276,0.857752489,0.290001222,0.243519109,0.738773275,0.632720315,0.078880407,0.612524785,0.784898571,0.783822172,0.685000267,0.551738762,0.231236623,0.720360633,0.141878669,0.619739862,0.248042705,0.305555556,0.4,0.5,0.37037037,0.30726257,0.449275362,0.613372093,0.308222127,0.852173913,0.46185853,0.480981595,0.325,0.130434783,0.580645161,0.228571429,0.5,0.24137931,0.5625,0.4,0.535377358,0.546925566,0.356340289,0.497237569,0.476054732,0.246338988,0.136645963,0.705148515,0.460581535,0.318181818,0.181586979,0.572597566,0.458205796,0.158730159,0.123181162,0.120083758,0.927835052,0.112002987,0.087626828,0.34502924,0.071137026,0.698540856,0.362688363,0.049881235,0.268471776,0.133835215,0.131355932,0.197204969,0.295616718,0.234693878,0.5,1.0,0.782129695,0.749276952,0.356340289,0.65253104,0.622991671,0.66530936,0.690743937,1588154,train
